ID	Esp	Prov	Bloc	Brout	Stress	Hauteur	Diam	Ram	Maerien	Mracine	Mtot	Ratio		
PIB-2018-1	PIB	2018	1	1	0	17	6	1	8,6	4,3	12,9	2,00		
PIB-2018-10	PIB	2018	4	1	0	9,5	6,5	1	4,3	3,5	7,8	1,23		
PIB-2018-16	PIB	2018	1	0	0	24	10	7	22,9	14,2	37,1	1,61		
PIB-2018-19	PIB	2018	2	0	0	21	9,5	7	16,7	9,2	25,9	1,82		
PIB-2018-22	PIB	2018	3	0	0	22	8	6	16,1	9,1	25,2	1,77		
PIB-2018-25	PIB	2018	4	0	0	22,5	7,5	6	14,8	8,2	23,0	1,80		
PIB-2018-28	PIB	2018	5	0	0	33	14	5	22,5	10,2	32,7	2,21		
PIB-2018-4	PIB	2018	2	1	0	11	6	2	7,2	3,6	10,8	2,00		
PIB-2050-12	PIB	2050	4	1	0	22	8,5	1	7,6	4,5	12,1	1,69		
PIB-2050-15	PIB	2050	5	1	0	19	7	3	8,5	5,5	14,0	1,55		
PIB-2050-16	PIB	2050	1	0	0	35,5	11	7	38,2	22,2	60,4	1,72		
PIB-2050-19	PIB	2050	2	0	0	24	8	7	17	6,7	23,7	2,54		
PIB-2050-22	PIB	2050	3	0	0	31	10	4	21,9	12,6	34,5	1,74		
PIB-2050-25	PIB	2050	4	0	0	32	8,5	6	21,6	8,9	30,5	2,43		
PIB-2050-28	PIB	2050	5	0	0	34,5	10	6	25,8	12,2	38,0	2,11		
PIB-2050-6	PIB	2050	2	1	0	15,5	7	1	7,8	4	11,8	1,95		
PIB-2080-12	PIB	2080	1	1	0	15	7	2	11,2	7,1	18,3	1,58		
PIB-2080-15	PIB	2080	4	0	0	33,5	10	5	20	12,3	32,3	1,63		
PIB-2080-18	PIB	2080	5	0	0	29,5	10	6	18,5	10,7	29,2	1,73		
PIB-2080-21	PIB	2080	1	0	0	24,5	6,5	5	9,8	6,8	16,6	1,44		
PIB-2080-24	PIB	2080	2	0	0	26	9	6	24	8,5	32,5	2,82		
PIB-2080-5	PIB	2080	4	1	0	15,5	7	1	7	6,9	13,9	1,01		
THO-2018-1	THO	2018	5	1	0	58	9,5	22	40,9	8,4	49,3	4,87		
THO-2018-10	THO	2018	3	1	0	44	10	8	33,3	11,2	44,5	2,97		
THO-2018-14	THO	2018	2	0	0	79	12	21	54	17,1	71,1	3,16		
THO-2018-17	THO	2018	3	0	0	55	13	16	50,1	14,5	64,6	3,46		
THO-2018-20	THO	2018	4	0	0	54	13,5	19	56,5	30,3	86,8	1,86		
THO-2018-23	THO	2018	5	0	0	62	11	21	46	12,8	58,8	3,59		
THO-2018-26	THO	2018	1	0	0	62,5	12,5	21	64	20,9	84,9	3,06		
THO-2018-4	THO	2018	1	1	0	48	10	16	39,4	10,6	50,0	3,72		
THO-2018-7	THO	2018	2	1	0	61	11	29	55,2	15,9	71,1	3,47		
THO-2050-1	THO	2050	3	1	0	33	10	11	19,4	4,8	24,2	4,04		
THO-2050-10	THO	2050	1	1	0	55	13	19	47,8	17,8	65,6	2,69		
THO-2050-14	THO	2050	2	1	0	40	10	15	34,6	15,4	50,0	2,25		
THO-2050-15	THO	2050	4	0	0	61,5	1,35	23	69,8	26,1	95,9	2,67		
THO-2050-18	THO	2050	5	0	0	46	9,5	15	35,5	14,2	49,7	2,50		
THO-2050-21	THO	2050	1	0	0	55	11,5	18	61,5	18,4	79,9	3,34		
THO-2050-24	THO	2050	2	0	0	75	13	21	51,2	23,5	74,7	2,18		
THO-2050-27	THO	2050	3	0	0	41	9,5	12	31,2	5,8	37,0	5,38		
THO-2050-4	THO	2050	4	1	0	29	7	4	10,8	2,3	13,1	4,70		
THO-2050-7	THO	2050	5	1	0	41	10	8	22,4	5,3	27,7	4,23		
THO-2080-1	THO	2080	1	1	0	47	10,5	30	47,9	21,9	69,8	2,19		
THO-2080-10	THO	2080	4	1	0	21	6,5	4	11,3	3,6	14,9	3,14		
THO-2080-13	THO	2080	5	1	0	46	11	11	31,5	7,8	39,3	4,04		
THO-2080-16	THO	2080	1	0	0	54	10	14	40,6	13,8	54,4	2,94		
THO-2080-19	THO	2080	2	0	0	52,5	12	15	45,4	14,4	59,8	3,15		
THO-2080-22	THO	2080	3	0	0	60	10	20	52,6	25,9	78,5	2,03		
THO-2080-25	THO	2080	4	0	0	45,5	11,5	18	52,6	12,6	65,2	4,17		
THO-2080-28	THO	2080	5	0	0	35	9	11	35,1	8,3	43,4	4,23		
THO-2080-4	THO	2080	2	1	0	45	11	21	32,7	13,3	46,0	2,46		
THO-2080-7	THO	2080	3	1	0	19	6	6	9,4	2,5	11,9	3,76		
ERS-2018-11	ERS	2018	4	1	1	105,5	12	1	33,7	27,3	61,0	1,23		
ERS-2018-14	ERS	2018	5	1	1	109	11	1	36,2	45,3	81,5	0,80		
ERS-2018-17	ERS	2018	1	0	1	41,5	8,5	3	7,9	5	12,9	1,58		
ERS-2018-2	ERS	2018	1	1	1	96,5	11	2	30,9	15	45,9	2,06		
ERS-2018-20	ERS	2018	2	0	1	112	10	1	30,2	9,8	40,0	3,08		
ERS-2018-23	ERS	2018	3	0	1	57,5	11	4	23,4	23,6	47,0	0,99		
ERS-2018-26	ERS	2018	4	0	1	68,5	10,5	2	25,5	12,3	37,8	2,07		
ERS-2018-29	ERS	2018	5	0	1	31,5	8,5	2	8,8	6,6	15,4	1,33		
ERS-2018-5	ERS	2018	2	1	1	109,5	10,5	2	36,5	30,7	67,2	1,19		
ERS-2018-8	ERS	2018	3	1	1	89,5	11	2	31,1	31,3	62,4	0,99		
PIB-2018-11	PIB	2018	4	1	1	15	7,5	2	12,8	5,5	18,3	2,33		
PIB-2018-17	PIB	2018	1	0	1	30	11,5	6	25,6	13,4	39,0	1,91		
PIB-2018-2	PIB	2018	1	1	1	11,5	8	2	10,2	8,9	19,1	1,15		
PIB-2018-20	PIB	2018	2	0	1	28	12,5	4	26,3	11,8	38,1	2,23		
PIB-2018-23	PIB	2018	3	0	1	23	11	6	26,6	18,7	45,3	1,42		
PIB-2018-26	PIB	2018	4	0	1	27,5	10,5	6	20,9	12,1	33,0	1,73		
PIB-2018-29	PIB	2018	5	0	1	25,5	7,5	4	12,9	4,8	17,7	2,69		
PIB-2018-5	PIB	2018	2	1	1	8	5	1	1,8	1,4	3,2	1,29		
PIB-2018-8	PIB	2018	3	1	1	12	7,5	1	9,2	6,3	15,5	1,46		
PIB-2050-10	PIB	2050	3	1	1	13	7	1	10	3,8	13,8	2,63		
PIB-2050-17	PIB	2050	1	0	1	32	8,5	7	15,3	6,8	22,1	2,25		
PIB-2050-20	PIB	2050	2	0	1	26	11	6	22,5	10,6	33,1	2,12		
PIB-2050-23	PIB	2050	3	0	1	32,5	12	7	32	23,9	55,9	1,34		
PIB-2050-26	PIB	2050	4	0	1	22	8	3	17,5	9,3	26,8	1,88		
PIB-2050-29	PIB	2050	5	0	1	25	9	3	17,4	11	28,4	1,58		
PIB-2050-4	PIB	2050	1	1	1	17	8	1	8,7	6,1	14,8	1,43		
PIB-2050-7	PIB	2050	2	1	1	16	7	1	8	3,9	11,9	2,05		
PIB-2080-13	PIB	2080	1	1	1	14	6,5	1	7,6	3,3	10,9	2,30		
PIB-2080-16	PIB	2080	4	0	1	27	10	6	25,5	17,6	43,1	1,45		
PIB-2080-19	PIB	2080	5	0	1	32,5	11	4	23,2	14,4	37,6	1,61		
PIB-2080-2	PIB	2080	3	1	1	16	8	1	13,5	7,5	21,0	1,80		
PIB-2080-22	PIB	2080	1	0	1	21	9	4	14,7	12,8	27,5	1,15		
PIB-2080-25	PIB	2080	2	0	1	32,5	8	6	15,5	7,6	23,1	2,04		
PIB-2080-27	PIB	2080	3	0	1	24	9	7	24,1	14,5	38,6	1,66		
THO-2018-11	THO	2018	3	1	1	56	9,5	24	37,8	15,2	53,0	2,49		
THO-2018-15	THO	2018	2	0	1	53	11,5	19	42,9	12,4	55,3	3,46		
THO-2018-18	THO	2018	3	0	1	57	10	16	39,8	14,1	53,9	2,82		
THO-2018-2	THO	2018	5	1	1	28	8	13	24,8	3,8	28,6	6,53		
THO-2018-21	THO	2018	4	0	1	71	15	18	73,7	22,3	96,0	3,30		
THO-2018-24	THO	2018	5	0	1	59	10,5	20	36,8	6,3	43,1	5,84		
THO-2018-27	THO	2018	1	0	1	60	10,5	24	60,3	19,3	79,6	3,12		
THO-2018-5	THO	2018	1	1	1	49	9,5	23	47,5	9,2	56,7	5,16		
THO-2018-8	THO	2018	2	1	1	47	9	13	33,5	10,5	44,0	3,19		
THO-2050-11	THO	2050	1	1	1	30	10,5	8	31,7	6,1	37,8	5,20		
THO-2050-16	THO	2050	4	0	1	51	11	17	44,5	11,3	55,8	3,94		
THO-2050-19	THO	2050	5	0	1	53	11,5	17	48,1	20,3	68,4	2,37		
THO-2050-2	THO	2050	3	1	1	44	11	17	34,2	9,5	43,7	3,60		
THO-2050-22	THO	2050	1	0	1	38	9,5	11	23	4,3	27,3	5,35		
THO-2050-25	THO	2050	2	0	1	57	11,5	29	59,5	25,8	85,3	2,31		
THO-2050-28	THO	2050	3	0	1	37	9	17	34,1	8,8	42,9	3,88		
THO-2050-5	THO	2050	4	1	1	27,5	7	10	15,9	3,4	19,3	4,68		
THO-2050-8	THO	2050	5	1	1	56	10,5	17	25,6	5	30,6	5,12		
THO-2080-11	THO	2080	4	1	1	29,5	8	8	27,9	6,7	34,6	4,16		
THO-2080-14	THO	2080	5	1	1	34	10	10	18,3	3,8	22,1	4,82		
THO-2080-17	THO	2080	1	0	1	43	8,5	17	36,4	11	47,4	3,31		
THO-2080-2	THO	2080	1	1	1	40	9	18	42,2	10,6	52,8	3,98		
THO-2080-20	THO	2080	2	0	1	44	10,5	16	35,2	8,7	43,9	4,05		
THO-2080-23	THO	2080	3	0	1	48	7	18	49,2	15,9	65,1	3,09		
THO-2080-26	THO	2080	4	0	1	29	8	12	18,4	5,1	23,5	3,61		
THO-2080-29	THO	2080	5	0	1	45,5	10	12	38	6,3	44,3	6,03		
THO-2080-5	THO	2080	2	1	1	44,5	10,5	20	38,8	14,6	53,4	2,66		
THO-2080-8	THO	2080	3	1	1	29,5	7	5	12	3,5	15,5	3,43		
CET-2080-28	CET	2080	5	0	2	83,5	11	6	32,7	6,9	39,6	4,74		
CET-2018-11	CET	2018	1	1	0	91	14	12	60,6	22,9	83,5	2,65		
CET-2018-13	CET	2018	2	1	0	77	12	2	30,3	22,5	52,8	1,35		
CET-2018-2	CET	2018	2	1	0	89,5	12,5	7	54,2	30,1	84,3	1,80		
CET-2018-4	CET	2018	3	1	0	90	14,5	5	59,3	38,2	97,5	1,55		
CET-2018-6	CET	2018	4	1	0	79	11	6	40,5	14,9	55,4	2,72		
CET-2018-9	CET	2018	5	1	0	85,5	14,5	10	53,3	25	78,3	2,13		
CET-2050-1	CET	2050	4	1	0	88	11,5	4	46,2	28,0	74,2	1,65		
CET-2050-11	CET	2050	3	1	0	93,5	10,5	10	52,9	30,1	83,0	1,76		
CET-2050-5	CET	2050	5	1	0	80,3	10,5	2	20,5	9,3	29,8	2,20		
CET-2050-7	CET	2050	1	1	0	91,5	13,5	4	54,4	25	79,4	2,18		
CET-2050-9	CET	2050	2	1	0	90,5	11,5	8	64,3	29,8	94,1	2,16		
CET-2080-1	CET	2050	2	1	0	62	12	8	42,3	21,1	63,4	2,00		
CET-2080-12	CET	2080	2	1	0	95	5	0	14,1	4,1	18,2	3,44		
CET-2080-14	CET	2080	3	1	0	99	12	6	57,3	18	75,3	3,18		
CET-2080-3	CET	2080	3	1	0	104	10	9	49,0	14,4	63,4	3,40		
CET-2080-5	CET	2080	4	1	0	105,5	11,5	8	52,9	13,0	65,9	4,07		
CET-2080-7	CET	2080	5	1	0	74,5	12	8	42,3	12,7	55,0	3,33		
CET-2080-9	CET	2080	1	1	0	84	11	7	23,7	8,6	32,3	2,76		
CET-2018-10	CET	2018	5	1	2	79	12	5	19,9	7,4	27,3	2,69		
CET-2018-12	CET	2018	1	1	2	78	9	3	26,6	12,6	39,2	2,11		
CET-2018-14	CET	2018	2	1	2	80,5	8,5	8	34,7	10,9	45,6	3,18		
CET-2018-3	CET	2018	2	1	2	81,5	10	7	32,1	14,4	46,5	2,23		
CET-2018-5	CET	2018	3	1	2	70,5	10	3	22,4	7,7	30,1	2,91		
CET-2018-8	CET	2018	4	1	2	80,5	11	7	29,6	9,1	38,7	3,25		
CET-2050-10	CET	2050	2	1	2	101	10	5	47,1	20,6	67,7	2,29		
CET-2050-12	CET	2050	3	1	2	84,5	9	1	23,6	7	30,6	3,37		
CET-2050-14	CET	2050	4	1	2	101	9,5	13	45	10,8	55,8	4,17		
CET-2050-4	CET	2050	4	1	2	95	12	10	60,8	20,8	81,6	2,92		
CET-2050-6	CET	2050	5	1	2	111,5	11	17	53,4	14,1	67,5	3,79		
CET-2050-8	CET	2050	1	1	2	96,5	11,5	14	59	20,7	79,7	2,85		
CET-2080-10	CET	2080	1	1	2	91	9,5	8	39,5	8,1	47,6	4,88		
CET-2080-13	CET	2080	2	1	2	75	9	3	32,4	12,0	44,4	2,70		
CET-2080-2	CET	2080	2	1	2	75	10,5	13	47,2	13,8	61,0	3,42		
CET-2080-4	CET	2080	3	1	2	69	6,5	3	14,7	3,8	18,5	3,87		
CET-2080-6	CET	2080	4	1	2	78,5	9,5	5	41,6	13,9	55,5	2,99		
CET-2080-8	CET	2080	5	1	2	62	5,5	1	5,2	1,8	7,0	2,89		
CHR-2018-10	CHR	2018	5	1	2	41,5	8,5	4	11,5	24,8	36,3	0,46		
CHR-2018-12	CHR	2018	1	0	2	47	9	5	20,6	10,2	30,8	2,02		
CHR-2018-14	CHR	2018	2	0	2	65,5	10	3	27,5	25,8	53,3	1,07		
CHR-2018-16	CHR	2018	3	0	2	48,5	9,5	4	28,6	22,7	51,3	1,26		
CHR-2018-18	CHR	2018	4	0	2	33	10,5	5	17,2	23,8	41,0	0,72		
CHR-2018-2	CHR	2018	1	1	2	85	10	5	29,9	26,9	56,8	1,11		
CHR-2018-20	CHR	2018	5	0	2	37	12	3	21,9	25,2	47,1	0,87		
CHR-2018-4	CHR	2018	2	1	2	29	10	3	12,7	16	28,7	0,79		
CHR-2018-6	CHR	2018	3	1	2	54	14	4	24,8	18,1	42,9	1,37		
CHR-2018-8	CHR	2018	4	1	2	44,5	9	5	15	18,4	33,4	0,82		
CHR-2050-10	CHR	2050	5	1	2	80,5	11	3	7,6	7,6	15,2	1,00		
CHR-2050-12	CHR	2050	1	1	2	65,5	9,5	1	19	15,6	34,6	1,22		
CHR-2050-14	CHR	2050	5	0	2	35,5	9	2	11,2	14,7	25,9	0,76		
CHR-2050-16	CHR	2050	1	0	2	46	9	2	22,7	31,2	53,9	0,73		
CHR-2050-18	CHR	2050	2	0	2	59	11	7	28	14,1	42,1	1,99		
CHR-2050-2	CHR	2050	1	1	2	31,5	8	3	7,3	5,1	12,4	1,43		
CHR-2050-20	CHR	2050	3	0	2	70	8,5	3	27,4	10,8	38,2	2,54		
CHR-2050-22	CHR	2050	4	0	2	40	8	3	10,4	7,3	17,7	1,42		
CHR-2050-24	CHR	2050	5	0	2	80,5	11	4	31,7	19,4	51,1	1,63		
CHR-2050-25	CHR	2050	1	0	2	74,5	9	2	30,8	18,3	49,1	1,68		
CHR-2050-4	CHR	2050	2	1	2	23,5	9	2	4,9	4,5	9,4	1,09		
CHR-2050-6	CHR	2050	3	1	2	68	12	3	36,5	28,4	64,9	1,29		
CHR-2050-8	CHR	2050	4	1	2	77	10,5	2	34,5	22,2	56,7	1,55		
CHR-2080-11	CHR	2080	2	1	2	34	12	5	12,7	19	31,7	0,67		
CHR-2080-14	CHR	2080	1	0	2	54,5	8,5	2	13,4	11,8	25,2	1,14		
CHR-2080-16	CHR	2080	2	0	2	57	10	3	21,4	23,7	45,1	0,90		
CHR-2080-19	CHR	2080	3	0	2	41	12	3	14,4	18,1	32,5	0,80		
CHR-2080-2	CHR	2080	3	1	2	36,5	12	3	12,2	13,8	26,0	0,88		
CHR-2080-21	CHR	2080	4	0	2	68,5	10	3	21,9	12,8	34,7	1,71		
CHR-2080-23	CHR	2080	5	0	2	60	10	2	24,8	19,5	44,3	1,27		
CHR-2080-24	CHR	2080	1	0	2	60,5	10	4	27,2	26	53,2	1,05		
CHR-2080-4	CHR	2080	4	1	2	44	7,5	1	7,4	9,2	16,6	0,80		
CHR-2080-7	CHR	2080	5	1	2	64,5	9	2	16,9	24,3	41,2	0,70		
CHR-2080-9	CHR	2080	1	1	2	78	9	4	26,8	11,1	37,9	2,41		
ERS-2018-12	ERS	2018	4	1	2	119,6	9,5	2	40,9	18,9	59,8	2,16		
ERS-2018-15	ERS	2018	5	1	2	110	9,5	3	36,9	14,2	51,1	2,60		
ERS-2018-18	ERS	2018	1	0	2	84,5	10,5	2	24,6	14	38,6	1,76		
ERS-2018-21	ERS	2018	2	0	2	106,5	10	4	34,9	13,7	48,6	2,55		
ERS-2018-24	ERS	2018	3	0	2	63	9	3	22,4	14,1	36,5	1,59		
ERS-2018-27	ERS	2018	4	0	2	58,5	11	4	16,5	15,7	32,2	1,05		
ERS-2018-3	ERS	2018	1	1	2	75,5	11	1	27,4	23,6	51,0	1,16		
ERS-2018-30	ERS	2018	5	0	2	93	11,5	2	33,8	27,4	61,2	1,23		
ERS-2018-6	ERS	2018	2	1	2	65	10	1	23,4	17,9	41,3	1,31		
ERS-2018-9	ERS	2018	3	1	2	75	11	2	30,8	14,7	45,5	2,10		
PIB-2018-12	PIB	2018	4	1	2	11	7	1	6	4,7	10,7	1,28		
PIB-2018-15	PIB	2018	5	1	2	13	9	4	11	5,6	16,6	1,96		
PIB-2018-18	PIB	2018	1	0	2	19,5	9,5	6	20,8	9,8	30,6	2,12		
PIB-2018-21	PIB	2018	2	0	2	20	7	5	12,9	5,8	18,7	2,22		
PIB-2018-27	PIB	2018	4	0	2	31,5	8,5	7	29	16,8	45,8	1,73		
PIB-2018-3	PIB	2018	1	1	2	8	5	1	4,1	2,2	6,3	1,86		
PIB-2018-30	PIB	2018	5	0	2	22	7	6	12,4	4,9	17,3	2,53		
PIB-2018-6	PIB	2018	2	1	2	14	5,5	1	3,2	2,6	5,8	1,23		
PIB-2018-9	PIB	2018	3	1	2	14	6,5	2	10	4,1	14,1	2,44		
PIB-2050-11	PIB	2050	3	1	2	12,5	5,5	1	3,9	4	7,9	0,98		
PIB-2050-18	PIB	2050	1	0	2	30	8,5	6	19,9	8,8	28,7	2,26		
PIB-2050-21	PIB	2050	2	0	2	28	8	6	15,4	9,6	25,0	1,60		
PIB-2050-24	PIB	2050	3	0	2	25	8,5	1	15,6	6,3	21,9	2,48		
PIB-2050-27	PIB	2050	4	0	2	35	8	5	24,7	15,8	40,5	1,56		
PIB-2050-30	PIB	2050	5	0	2	29,5	7,5	5	16,1	9,1	25,2	1,77		
PIB-2050-5	PIB	2050	1	1	2	19	7	5	13,2	6	19,2	2,20		
PIB-2050-8	PIB	2050	2	1	2	17	8,5	1	9,1	3,8	12,9	2,39		
PIB-2080-11	PIB	2080	5	1	2	11	6,5	2	7,2	4,2	11,4	1,71		
PIB-2080-14	PIB	2080	1	1	2	13	7	1	11	5,7	16,7	1,93		
PIB-2080-17	PIB	2080	4	0	2	29,5	8	8	19,6	11,3	30,9	1,73		
PIB-2080-20	PIB	2080	5	0	2	38	8	7	34,5	14,3	48,8	2,41		
PIB-2080-23	PIB	2080	1	0	2	30,5	9	7	19,8	8,9	28,7	2,22		
PIB-2080-26	PIB	2080	2	0	2	34	9	8	25,2	11,3	36,5	2,23		
PIB-2080-28	PIB	2080	3	0	2	28,5	7,5	8	19,5	8,5	28,0	2,29		
PIB-2080-3	PIB	2080	3	1	2	16,5	7	1	9,3	4,5	13,8	2,07		
THO-2018-12	THO	2018	3	1	2	56	9	22	42,1	15,7	57,8	2,68		
THO-2018-13	THO	2018	4	1	2	43	9	19	29,3	7,7	37,0	3,81		
THO-2018-16	THO	2018	2	0	2	50	9,5	17	25,3	5,5	30,8	4,60		
THO-2018-19	THO	2018	3	0	2	70	9,5	20	35,9	8,3	44,2	4,33		
THO-2018-22	THO	2018	4	0	2	40	8	12	23,6	3,9	27,5	6,05		
THO-2018-25	THO	2018	5	0	2	42	10	13	38,8	8,2	47,0	4,73		
THO-2018-3	THO	2018	5	1	2	64	9,5	21	35,1	15,5	50,6	2,26		
THO-2018-6	THO	2018	1	1	2	62	9,5	21	32,8	8,1	40,9	4,05		
THO-2018-9	THO	2018	2	1	2	58	9	18	38,5	15,8	54,3	2,44		
THO-2050-12	THO	2050	1	1	2	29	7	10	22,2	5,9	28,1	3,76		
